trailingEps,forwardEps,heldPercentInsiders,heldPercentInstitutions,profitMargins,priceToSalesTrailing12Months,payOutRatio,fiveYearAvgDividendYield,beta,overallRisk,boardRisk,ESG_score
,,,,,,,,,,,11.5
,,,,,,,,,,,11.5
,,,,,,,,,,,42.59
,,,,,,,,,,,42.59
,,,,,,,,,,,42.59
,,,,,,,,,,,42.59
0.38,,,0.26209,0.18069,0.26402336,,10.4,0.359,8,10,42.59
,,,,,,,,,,,42.59
,,,,,,,,,,,42.59
-7.34,2.46,0.00275,0.94532996,-0.25777,4.6244698,,,1.192,10,8,18.64
-6.7,,0.00275,0.94532996,-0.25777,4.166886,,,1.192,10,8,18.64
-122.63,,0.00275,0.94532996,-0.25777,79.37944,,,1.192,10,8,18.64
8.95,9.39,0.00338,0.82778,0.18358,4.573022,,2.28,1.144,5,8,25.29
,,,,,,,,,,,18.64
-6.75,5.01,0.00275,0.94532996,-0.25777,4.1088185,,,1.192,10,8,18.64
-6.75,,0.00275,0.94532996,-0.25777,4.1768785,,,1.192,10,8,18.64
3.21,,0.06543,0.74117994,0.12878,1.0324494,,9.48,0.416,5,2,32.06
2.48,328.87,0.06543,0.74117994,0.12878,0.84762686,,9.44,0.416,5,2,32.06
0.09,3.45,0.060700003,0.68908,0.01352,0.66404194,,4.7,1.454,5,3,31.12
6.31,6.71,0.69608,0.26541,0.096429996,0.7177048,,2.66,1.837,10,10,37.2
0.3,,0.62246,0.17082001,0.59911,0.3619766,,,0.588,,,31.26
,,,,,,,,,,,22.45
0.85,5.3,0.00282,0.97612,-0.67753,4.080048,,1.78,0.972,5,1,17.48
9.6,10.26,0.00853,0.87386,0.0788,0.9314706,,2.92,0.813,2,2,28.61
1.94,,0.30607998,0.37498,0.17155,0.008641463,,,0.907,8,7,36.14
0.4,2.24,0.00059999997,0.68302,0.03115,3.3451784,,2.94,0.996,3,1,18.87
5.03,7.3,0.00532,0.88318,0.25238,19.6499,,,1.359,2,3,21.07
0.05,2.02,0.00522,0.41275,0.61753,26.649446,,12.49,1.437,2,3,16.15
32.17,15.99,0.7339,0.13873,0.059970003,0.28333494,,6.81,0.771,7,6,41.92
3.12,,0.12252,0.43237,0.052699998,0.0041675493,,3.15,0.648,3,4,20.93
0.14,0.21,0.53033,0.31169,0.09488,2.6802497,,2.5,0.18,,,24.7
0.61,,0.000120000004,0.47111,,,,8.75,,,,43.24
1.62,,0.22319001,0.38759,0.054619998,0.002978961,,3.46,1.077,8,9,26.77
239.72,243.02,0.22319001,0.38759,0.054619998,0.44916114,,3.53,1.077,8,9,26.77
,,,,,,,,,,,19.62
4.62,16.56,0.00532,0.88318,0.25238,18.174711,,,1.359,2,3,21.07
4.63,,0.00532,0.88318,0.25238,18.437687,,,1.359,2,3,21.07
,,,,,,,,,,,21.07
0.86,,0.05154,0.73612,0.4164,1.6987246,,6.24,1.095,4,1,17.32
,,,,,,,,,,,17.32
,,,,,,,,,,,17.32
,,,,,,,,,,,17.32
,,,,,,,,,,,17.32
,,,,,,,,,,,47.84
,,,,,,,,,,,20.34
3.79,,0.00187,0.43902,0.68557,0.4164016,,2.12,0.798,9,8,9.67
3.79,,0.49218,0.28503,0.68557,0.430527,,2.15,0.798,9,8,58.74
,,,,,,,,,,,32.04
,,,,,,,,,,,20.78
,,,,,,,,,,,20.78
,,,,,,,,,,,20.33
,,,,,,,,,,,26.96
,,,,,,,,,,,9.57
,,,,,,,,,,,9.57
-2.29,,0.00461,0.53349,,-0.60259646,,2.73,1.273,1,1,9.57
,,,,,,,,,,,9.57
,,,,,,,,,,,29.11
,,,,,,,,,,,23.6
,,,,,,,,,,,20.12
,,,,,,,,,,,20.12
,,,,,,,,,,,33.96
,,,,,,,,,,,33.96
,,,,,,,,,,,20.97
,,,,,,,,,,,20.97
,,,,,,,,,,,25.77
,,,,,,,,,,,23.98
,,,,,,,,,,,23.98
,,,,,,,,,,,23.97
,,,,,,,,,,,23.97
,,,,,,,,,,,17.03
,,,,,,,,,,,18.46
,,,,,,,,,,,18.46
0.25,,0.10937,0.53113997,0.4164,0.6410377,,5.85,1.095,4,1,17.32
,,,,,,,,,,,17.32
,,,,,,,,,,,17.32
,,,,,,,,,,,17.32
,,,,,,,,,,,17.32
,,,,,,,,,,,19.87
,,,,,,,,,,,31.12
,,,,,,,,,,,31.12
0.09,4.45,0.060700003,0.68908,0.01352,0.6635964,,4.71,1.454,5,3,31.12
,,,,,,,,,,,31.12
,,,,,,,,,,,31.12
,,,,,,,,,,,18.44
,,,,,,,,,,,18.44
,,,,,,,,,,,18.44
-0.11,0.86,5e-05,0.52197,-0.05301,5.2337437,,,0.171,,,18.44
,,,,,,,,,,,18.44
,,,,,,,,,,,34.87
,,,,,,,,,,,34.87
,,,,,,,,,,,34.87
,,,,,,,,,,,34.87
-1.27,,0.16148001,0.49139,-0.14777,1.4089258,,0.35,1.966,2,4,34.87
,,,,,,,,,,,34.87
,,,,,,,,,,,14.5
,,,,,,,,,,,14.5
,,,,,,,,,,,14.5
,,,,,,,,,,,14.5
,,,,,,,,,,,21.19
,,,,,,,,,,,21.19
,,,,,,,,,,,21.19
,,,,,,,,,,,21.19
,,,,,,,,,,,25.58
,,,,,,,,,,,25.58
7.4,,0.5708,0.20507999,0.19489,2.6483219,,1.19,0.606,7,7,25.58
,,,,,,,,,,,25.58
,,,,,,,,,,,36.14
,,,,,,,,,,,36.14
,,,,,,,,,,,36.14
-0.88,0.83,0.0099,0.94055,-0.19638,4.0613627,,,0.515,9,10,51.72
0.46,,,0.63116,3.4822602,48.381752,,7.17,0.835,,,25.27
1.7,,0.33909,0.18694,0.01903,0.31873205,,3.67,0.448,10,10,38.24
2.28,,0.78875,0.06126,0.05466,0.35320514,,3.24,0.459,1,1,32.77
,,,,,,,,,,,26.26
5.6,17.66,0.028180001,0.95991,0.10819,1.865536,,,0.594,3,3,26.26
,,,,,,,,,,,26.26
,,,,,,,,,,,26.26
,,,,,,,,,,,26.26
5.68,,0.0052,0.60911,0.14015001,3.5987685,,,1.29,2,1,17.34
0.54,2.47,0.6197,0.26102,0.0033500001,0.142687,,5.04,0.227,7,4,48.32
6.4,7.77,0.19782,0.76291,0.05677,1.4327637,,0.84,1.114,9,10,14.82
,,,,,,,,,,,14.82
,,,,,,,,,,,14.82
,,,,,,,,,,,14.82
,,,,,,,,,,,14.82
,,,,,,,,,,,14.82
1.07,0.75,0.71933997,0.18548,0.06347,1.2390083,,1.98,1.612,7,6,13.49
0.98,0.73,0.71933997,0.18548,0.06347,1.1038555,,1.98,1.612,7,6,13.49
0.98,,0.71933997,0.18548,0.06347,1.0948023,,1.99,1.612,7,6,13.49
0.82,,0.71933997,0.1865,0.05723,1.1863129,,,1.613827,6,6,13.49
,,,,,,,,,,,26.4
8.54,10.55,0.03173,1.0806401,0.06288,0.60639894,,4.36,2.148,2,1,14.52
0.13,,,0.42889,0.30246,0.47534376,,4.77,0.533,6,6,12.86
,,,,,,,,,,,12.86
0.12,,,0.42889,0.30246,0.43922937,,6.57,0.533,6,6,12.86
2.055,,0.06141,0.46207002,0.96436,16.334778,,,0.675,,,21.15
2.01,,0.05974,0.38435,0.03475,0.002088298,,,1.562,4,6,39.83
296.94,349.12,0.05974,0.38435,0.03475,0.30296144,,3.53,1.562,4,6,39.83
1.84,,0.05974,0.38435,0.03475,0.0018537022,,3.52,1.562,4,6,39.83
,,,,,,,,,,,39.83
,,,,,,,,,,,22.23
,,,,,,,,,,,39.83
1.22,,0.032899998,0.59146,0.13925,4.5492363,,,1.077,3,1,28.51
0.52,,0.03926,0.41049,0.01827,0.00094516465,,4.81,0.482,3,5,31.71
,,,,,,,,,,,31.71
,,,,,,,,,,,31.71
0.02,,0.00114,0.52687,0.024920002,11.597473,,5.11,0.428,,,25.32
1.48,,0.032899998,0.59146,0.13925,,,,1.077,3,1,28.51
1.85,2.67,0.032899998,0.59146,0.13925,6.7931466,,2.22,1.077,3,1,28.51
0.25,,0.22231,0.20597,0.01214,0.017544178,,3.14,1.351,4,5,52.11
,,,,,,,,,,,24.94
,,,,,,,,,,,52.11
,,,,,,,,,,,52.11
0.23,,0.22231,0.20597,0.01214,0.016226657,,2.79,1.351,4,5,52.11
,,,,,,,,,,,52.11
,,,,,,,,,,,52.11
0.96,2.32,0.00566,0.6929,0.0126600005,0.22178917,,3.3,0.962,2,3,22.83
0.97,,0.00566,0.6929,0.0126600005,0.2227625,,3.3,0.962,2,3,22.83
,,,,,,,,,,,21.65
1.2,1.42,0.56183,0.22543,0.0247,0.39339125,,2.9,0.31,10,9,14.11
,,,,,,,,,,,30.45
,,,,,,,,,,,30.45
,,,,,,,,,,,30.45
,,,,,,,,,,,30.45
,,,,,,,,,,,30.45
4.74,,0.00092,0.71282995,0.41279,4.1051545,,2.65,0.531,2,4,23.98
,,,,,,,,,,,23.98
,,,,,,,,,,,23.98
,,,,,,,,,,,14.82
0.87,1.93,0.01276,0.94597,0.055749997,1.9318098,,2.97,0.979,5,5,14.82
,,,,,,,,,,,14.82
,,,,,,,,,,,14.82
1.47,,,0.79679,6.8652,36.949825,,3.73,0.56,,,38.52
-0.51,,3.0000001e-05,0.84883004,-0.47384998,26.97072,,7.75,0.89,,,27.01
0.55,,0.36054,0.17892,0.02493,0.0029226767,,,0.282,3,1,29.19
-1.78,,4.0000003e-05,0.19417,,,,7.21,,,,55.57
1.53,,0.50721,0.14115,0.02658,0.0022123014,,,0.468,,,24.85
0.63,,0.61501,0.09832,0.21611999,0.025225852,,,0.086,3,2,19.53
31.05,,0.06387,0.60278,0.38694,0.055565875,,,0.721,,,13.63
1.31,,0.56183,0.22543,0.0247,0.4566248,,,0.31,10,9,14.11
0.39,,0.02814,0.41864,0.00786,0.0025563592,,,0.88,1,1,18.74
0.04,,0.05373,0.67958,0.0023999999,0.23614354,,4.48,0.636,2,3,20.68
46.03,,0.6464,0.16469999,0.06361,1.1150595,,1.32,1.093,6,5,36.66
46.03,31.33,0.6464,0.16469999,0.06361,1.1137393,,1.32,1.093,6,5,36.66
0.95,,0.3524,0.27986,0.02807,0.0015638669,,2.76,0.747,9,8,23.45
152.59,152.49,0.3524,0.27986,0.02807,0.254705,,2.68,0.747,9,8,23.45
,,,,,,,,,,,23.45
,,,,,,,,,,,11.92
12.36,,0.39556,0.54918,0.00912,3.3158646,,,2.604,1,1,20.3
,,,,,,,,,,,21.36
,,,,,,,,,,,47.02
,,,,,,,,,,,20.81
,,,,,,,,,,,11.81
,,,,,,,,,,,11.81
,,,,,,,,,,,11.81
8.06,,0.19782,0.76291,0.05677,1.6186279,,,1.114,9,10,14.82
3.74,,0.16304001,0.26334,0.11807,0.0030636345,,,0.014,1,2,40.64
1.49,,0.12206,0.32354,0.04038,0.0037789175,,,0.622,3,4,32.44
1.36,,0.12206,0.32354,0.04038,0.003417523,,3.75,0.622,3,4,32.44
219.9,251.96,0.12206,0.32354,0.04038,0.56284666,,3.67,0.622,3,4,32.44
,,,,,,,,,,,32.44
,,0.30035,0.18271999,0.00566,3.0727828,,0.07,1.247,,,20.93
0.88,,0.02341,0.55736,0.028619999,0.011768894,,2.22,0.136,1,1,18.05
,,,,,,,,,,,18.05
3.17,,0.00855,0.72141,0.06725,1.0350771,,3.31,0.933,2,2,10.69
2.49,2.6,0.00855,0.72141,0.06725,0.8199755,,3.28,0.933,2,2,10.69
2.91,3.54,0.00855,0.72141,0.06725,0.9587228,,3.27,0.933,2,2,10.69
-1.83,1.0,0.02217,1.03378,-0.093669996,1.0629897,,3.28,1.219,7,3,17.99
-0.48,,0.040209997,0.52491003,-0.03592,0.0037927697,,3.43,0.741,4,4,23.33
-0.53,,0.08282,0.37954,-0.00737,0.0030686262,,2.03,1.131,2,2,39.48
2.856,,0.00932,0.31551,1.61863,15.863117,,,1.589,,,33.02
7.29,,0.00062,0.60078996,0.13452,3.5344658,,1.11,0.659,5,6,17.74
0.69,3.64,0.26959,0.38114,-0.02664,0.70496184,,1.16,1.09,2,3,18.19
0.22,,0.00459,0.82853997,0.025510002,0.40794697,,3.84,1.0,2,2,9.65
0.17,23.06,0.00459,0.82853997,0.025510002,0.32195145,,3.75,1.0,2,2,9.65
0.43,,0.31795,0.29059,0.00988,0.17760198,,,1.457,,,33.06
1.67,8.75,0.31795,0.29059,0.00988,0.6980735,,3.98,1.457,,,33.06
4.93,,0.31795,0.31751,0.02928,0.68781126,,,1.485199,,,33.06
,,,,,,,,,,,33.06
,,,,,,,,,,,33.06
,,,,,,,,,,,33.06
0.39,,0.31795,0.29059,0.00988,0.16180867,,3.29,1.457,,,33.06
,,,,,,,,,,,16.36
2.33,4.5,0.465,0.3328,0.02675,0.5609141,,1.62,1.98,10,9,20.58
,,,,,,,,,,,20.58
2.33,,0.465,0.3328,0.02675,0.56395316,,,1.98,10,9,20.58
2.33,,0.465,0.3328,0.02675,0.5625205,,,1.98,10,9,20.58
,,,,,,,,,,,20.58
,,,,,,,,,,,20.58
,,,,,,,,,,,20.58
2.11,,0.28266,0.54882,0.10717,1.4625214,,4.82,0.666,4,7,33.7
38.6,,0.28266,0.54882,0.10717,26.274727,,4.92,0.666,4,7,33.7
,,,,,,,,,,,39.48
13.7,13.22,0.58857,0.17521,0.06,1.335552,,3.65,0.893,8,6,15.03
,,,,,,,,,,,33.7
2.12,,0.28266,0.54882,0.10717,1.4636328,,4.81,0.666,4,7,33.7
2.12,,0.28266,0.54882,0.10717,1.4611653,,4.81,0.666,4,7,33.7
2.12,,0.28266,0.54882,0.10717,1.4528513,,,0.666,4,7,33.7
,,,,,,,,,,,33.7
,,,,,,,,,,,33.7
,,,,,,,,,,,33.7
,,,,,,,,,,,12.34
,,,,,,,,,,,12.34
-0.93,6.03,0.019019999,1.26569,0.01814,0.1440599,,5.81,2.005,1,1,12.34
,,,,,,,,,,,12.34
,,,,,,,,,,,12.34
,,0.35935003,0.29185,0.08794,0.5029937,,3.0,1.121,3,4,24.55
0.94,0.7,0.02167,0.90747,0.36687002,6.5847497,,4.99,1.439,4,8,10.9
,,,,,,,,,,,10.9
1.88,,0.2232,0.40178,0.08168,0.019631635,,,0.684,9,9,36.45
276.71,299.92,0.2232,0.40178,0.08168,2.8922787,,0.77,0.684,9,9,36.45
,,,,,,,,,,,36.45
1.71,,0.2232,0.40178,0.08168,0.017763091,,0.78,0.684,9,9,36.45
,,,,,,,,,,,36.45
0.14,0.18,,0.38507998,0.13156,0.06873725,,5.18,0.238,,,25.21
2.55,,0.465,0.3328,0.02675,0.6144687,,,1.98,10,9,20.58
0.73,1.0,0.5367,0.20684,0.18359,0.024167545,,1.54,0.196,1,1,24.17
0.56,,0.01829,0.41292,0.052800003,0.005388047,,2.4,0.315,1,1,20.48
1.39,,0.030840002,0.38145,0.02332,0.0032230625,,1.25,0.096,10,10,49.95
0.66,,0.22261,0.42700002,0.12502,4.8998313,,,1.668,4,6,11.51
4.47,,0.00043000001,0.69523,0.18034,6.765961,,3.49,0.261,1,1,16.1
4.09,5.34,0.00043000001,0.69523,0.18034,6.213905,,1.6,0.261,1,1,16.1
4.09,,0.00043000001,0.69523,0.18034,6.220409,,1.6,0.261,1,1,16.1
,,,,,,,,,,,16.1
,,,,,,,,,,,16.1
4.09,,0.00043000001,0.69523,0.18034,6.2140055,,1.61,0.261,1,1,16.1
4.76,,0.0016699999,0.78836995,0.086339995,1.8914411,,,0.412,4,6,28.48
87.05,,0.0016699999,0.78836995,0.086339995,34.71435,,,0.412,4,6,28.48
3.88,,0.60353,0.10632,0.43249,0.18425842,,,0.657,,,22.3
0.97,,0.12768,0.64419,0.15593,2.3418162,,,0.882,8,9,18.96
17.7,,0.12768,0.64419,0.15593,43.710037,,,0.882,8,9,18.96
2.85,,0.00245,0.45638,0.10496,0.0072082756,,2.33,1.064,4,6,23.08
4.79,,0.0016699999,0.78836995,0.086339995,1.8955637,,3.7,0.412,4,6,28.48
4.79,,0.0016699999,0.78836995,0.086339995,1.8881432,,,0.412,4,6,28.48
,,,,,,,,,,,28.48
,,,,,,,,,,,28.48
,,,,,,,,,,,28.48
,,,,,,,,,,,28.48
,,,,,,,,,,,23.55
0.35,0.33,0.01447,0.39141998,0.58544,1.3877953,,3.66,0.765,2,1,39.81
0.21,0.23,0.02846,0.63778996,0.15517999,2.4209964,,4.73,0.217,1,2,17.12
0.21,,0.02846,0.63778996,0.15517999,2.4574206,,4.73,0.217,1,2,17.12
0.19,,0.20545,0.58561003,0.15028,2.483121,,4.48,0.256302,1,3,17.12
3.42,,0.16304001,0.26334,0.11807,0.0028155649,,4.13,0.014,1,2,40.64
2.62,2.87,0.61289,0.084989995,0.32582,2.014712,,4.03,0.396,,,27.6
4.46,,0.116569996,0.39783,0.09081,1.967171,,0.89,0.512,1,2,24.61
4.1,4.84,0.116569996,0.39783,0.09081,1.7699249,,0.89,0.512,1,2,24.61
,,0.116569996,0.39783,0.09081,,,,0.512,1,2,24.61
,,,,,,,,,,,24.61
,,,,,,,,,,,24.61
4.1,,0.116569996,0.39783,0.09081,1.7638501,,0.89,0.512,1,2,24.61
,,,,,,,,,,,24.61
2.7,,0.07616,0.76644,0.01442,0.24785556,,,0.461,7,5,21.27
49.46,,0.07616,0.76644,0.01442,4.4944925,,,0.461,7,5,21.27
1.37,,0.0342,0.67724997,0.078940004,0.005803874,,1.9,0.872,3,5,19.76
201.83,182.73,0.0342,0.67724997,0.078940004,0.8837504,,2.01,0.872,3,5,19.76
1.25,,0.0342,0.67724997,0.078940004,0.0054273824,,2.06,0.872,3,5,19.76
,,,,,,,,,,,19.76
12.02,11.17,0.58857,0.17521,0.06,1.185184,,3.64,0.893,8,6,15.03
,,,,,,,,,,,21.1
,,,,,,,,,,,21.1
,,,,,,,,,,,21.1
3.46,,0.69778997,0.21591999,0.26353002,0.074065275,,,1.163,3,3,21.1
,,,,,,,,,,,21.1
,,,,,,,,,,,21.1
3.8,,0.69778997,0.21591999,0.26353002,0.095279954,,,1.163,3,3,21.1
0.09,,0.5758,0.16264,0.03066,0.046067193,,3.96,0.824,6,6,27.35
,,,,,,,,,,,19.76
,,,,,,,,,,,19.76
,,,,,,,,,,,19.76
0.81,,0.0631,0.42229998,0.05435,0.0041299756,,3.7,0.289,7,7,27.27
0.18,,0.50744,0.26711,0.19134001,0.5644002,,,0.909,9,6,27.02
,,,,,,,,,,,27.02
,,,,,,,,,,,27.02
,,,,,,,,,,,27.02
10.09,,0.22764,0.37729,0.38079,0.12098781,,0.19,0.767,7,8,13.8
,,,,,,,,,,,11.47
4.1,3.82,0.116569996,0.39783,0.09081,1.7779521,,0.89,0.512,1,2,24.61
4.1,,0.116569996,0.39783,0.09081,1.7736131,,0.89,0.512,1,2,24.61
0.48,,0.051659998,0.48494998,0.05,0.010489609,,2.39,0.294,7,8,20.61
0.44,,0.051659998,0.48494998,0.05,0.009129646,,2.39,0.294,7,8,20.61
,,,,,,,,,,,20.61
0.14,,0.03873,0.31169,0.09836,0.0018448506,,,0.043,8,8,40.6
2.84,,0.03873,0.31169,0.09836,0.0017173524,,3.48,0.043,8,8,40.6
0.67,0.82,0.5367,0.20684,0.18359,0.021645093,,1.71,0.196,1,1,24.17
,,,,,,,,,,,24.17
,,,,,,,,,,,24.17
,,,,,,,,,,,24.17
,,,,,,,,,,,24.17
1.26,,0.00387,0.43382,0.06012,0.7370155,,6.75,2.116,5,8,22.37
,,,,,,,,,,,22.37
37.55,,0.009430001,0.87612,0.07247,25.532696,,,0.415,7,7,28.37
3.26,5.09,0.0053899996,0.77062,0.14269,4.860875,,1.58,0.743,8,8,24.83
4.85,5.68,0.00861,0.96843004,0.23444,5.5944414,,4.29,1.516,10,10,16.67
1.42,20.66,0.29609,0.56153,0.099530004,0.26443616,,,1.169,1,2,23.83
-0.9,4.19,0.03498,0.5593,-0.02994,1.3368427,,5.32,1.454,5,4,23.03
3.04,,,0.3748,7.46552,40.10302,,7.95,1.126,,,19.51
,,,,,,,,,,,23.95
,,,,,,,,,,,23.95
0.27,,0.18721001,0.41472,0.07538,0.03690544,,5.51,0.888,4,5,23.95
,,,,,,,,,,,23.95
2.86,,,0.17829001,0.20309,0.38766986,,,0.688,9,10,14.29
4.84,,0.54767,0.22027001,0.03528,0.5780092,,1.57,0.106,6,9,20.41
,,,,,,,,,,,45.44
,,,,,,,,,,,45.44
-0.34,2.27,0.08561,0.6593,-0.01328,0.03827456,,,2.638,9,10,45.44
,,,,,,,,,,,45.44
,,,,,,,,,,,45.44
,,,,,,,,,,,20.49
,,,,,,,,,,,20.49
,,,,,,,,,,,20.49
0.31,,0.00088,0.76462996,0.11501,0.21793588,,,,3,5,20.49
1.14,1.68,0.30200002,0.22915001,0.04303,0.8217741,,4.7,1.142,1,1,20.37
24.02,,0.01056,0.78099996,0.01289,18.7609,,,0.707,4,1,17.65
1.15,,0.30200002,0.22915001,0.04303,0.8357772,,,1.142,1,1,20.37
1.14,,0.30200002,0.22915001,0.04303,0.85238874,,,1.142,1,1,20.37
,,,,,,,,,,,26.29
,,,,,,,,,,,26.29
,,,,,,,,,,,26.29
0.58,,0.19328,0.62404996,0.11399999,0.107349046,,,0.739,5,4,26.29
,,,,,,,,,,,26.29
,,,,,,,,,,,26.29
9.69,18.18,0.00374,1.05932,0.024400001,0.3415201,,1.86,1.536,1,1,12.36
9.36,10.5,0.01837,0.81247,0.13008,3.38933,,1.72,1.209,3,4,21.87
0.09,,0.00846,0.48574,0.03813,1.5317134,,7.21,1.335,1,1,16.96
5.21,6.09,0.0505,0.92617995,0.10560001,0.86488074,,3.94,1.631,5,3,24.72
1.47,1.15,0.11598,0.44257998,0.23097,3.0878842,,1.3,0.831,6,6,21.98
16.52,22.17,0.101619996,0.6957,0.11845,3.3903048,,1.26,1.03,2,1,19.52
1.25,1.51,0.30200002,0.22915001,0.04303,0.8924388,,,1.142,1,1,20.37
8.9,17.23,0.00374,1.05932,0.024400001,0.31109145,,1.85,1.536,1,1,12.36
,,,,,,,,,,,12.36
,,,,,,,,,,,12.36
,,,,,,,,,,,12.36
0.07,27.14,0.00846,0.48574,0.03813,1.2419533,,7.3,1.335,1,1,16.96
0.07,,0.00846,0.48574,0.03813,1.2353709,,7.29,1.335,1,1,16.96
,,,,,,,,,,,35.47
8.089,,0.00846,0.48574,0.03813,,,,1.335,1,1,16.96
4.6,,0.04161,0.48958,0.13645001,3.3265667,,1.9,0.906,3,1,11.77
,,,,,,,,,,,30.65
,,,,,,,,,,,30.65
0.27,,0.61506003,0.20953,0.055320002,0.07659131,,3.02,0.776,5,3,30.65
,,,,,,,,,,,30.65
3.52,4.44,0.0051499996,1.01656,0.0675,0.986942,,,1.286,5,2,11.07
3.23,3.82,0.0051499996,1.01656,0.0675,0.90368736,,,1.286,5,2,11.07
3.747,,0.0051499996,1.01656,0.0675,1.1626042,,,1.286,5,2,11.07
,,,,,,,,,,,11.07
,,,,,,,,,,,11.07
,,,,,,,,,,,11.07
,,,,,,,,,,,11.07
,,,,,,,,,,,11.07
1.48,,,0.33352003,3.59801,35.811325,,9.1,1.406,,,26.14
,,,,,,,,,,,20.82
-0.05,0.02,0.37453,0.27903,-0.28169,7.0007606,,19.57,1.615,8,7,35.54
8.61,6.88,0.01837,0.81247,0.13008,3.066213,,1.72,1.209,3,4,21.87
,,,,,,,,,,,21.87
,,,,,,,,,,,21.87
,,,,,,,,,,,21.87
,,,,,,,,,,,21.87
12.62,14.3,0.02575,0.95019996,0.11585,1.1189756,,0.97,1.52,10,10,25.36
,,,,,,,,,,,25.36
,,,,,,,,,,,25.36
,,,,,,,,,,,25.36
,,,,,,,,,,,25.36
-3.55,,0.05258,0.69583,0.06598,0.36063403,,1.35,1.674,1,2,26.72
0.06,,0.00765,0.58766,0.09081,2.6362913,,6.42,1.141,1,3,9.11
,,,,,,,,,,,25.89
,,,,,,,,,,,25.89
1.01,3.26,0.22087999,0.63458,0.05908,1.7979773,,2.94,1.348,2,3,25.89
,,,,,,,,,,,25.89
,,,,,,,,,,,25.89
0.87,2.22,0.01591,1.08601,-0.0404,0.26353317,,3.89,1.435,2,1,12.25
,,,,,,,,,,,32.28
1.02,1.41,,0.81913,0.07153,1.0774683,,1.95,0.726,1,1,12.56
,,,,,,,,,,,14.53
,,,,,,,,,,,14.53
-0.92,3.12,0.01831,0.67467004,-0.02895,0.48595545,,4.58,1.196,2,4,14.53
,,,,,,,,,,,14.53
,,,,,,,,,,,14.53
12.6,,0.57032,0.16278,0.15016,6.3776383,,1.73,0.709,6,6,18.74
4.21,,0.04161,0.48958,0.13645001,3.0372624,,1.95,0.906,3,1,11.77
4.2,4.93,0.04161,0.48958,0.13645001,3.0335255,,1.94,0.906,3,1,11.77
4.2,,0.04161,0.48958,0.13645001,3.0472124,,1.94,0.906,3,1,11.77
1.21,409.11,0.076630004,0.63229,0.09082,5.9743233,,1.08,0.331,3,5,18.45
-1.05,,0.00551,0.77023005,-0.75402,7.37521,,5.16,1.445,2,3,9.38
,,,,,,,,,,,37.1
,,,,,,,,,,,9.38
,,,,,,,,,,,9.38
,,,,,,,,,,,9.38
-0.96,,0.00551,0.77023005,-0.75402,6.629402,,5.14,1.445,2,3,9.38
,,,,,,,,,,,9.38
,,,,,,,,,,,9.38
,,,,,,,,,,,18.45
1.41,,0.076630004,0.63229,0.09082,6.831118,,1.07,0.331,3,5,18.45
,,,,,,,,,,,18.45
,,,,,,,,,,,18.45
,,,,,,,,,,,18.45
,,,,,,,,,,,18.45
1.68,2.46,0.00679,0.97463995,0.02562,0.39075133,,,1.191,1,1,6.37
7.0,0.38,0.56251,0.23344,0.37894002,0.47420588,,9.12,1.666,,,54.07
-1.11,,0.1249,0.51277,,65.80242,,,0.142,10,10,56.57
-1.11,,0.1249,0.51277,,65.44388,,,0.142,10,10,56.57
89.14,121.74,0.16309999,0.47647998,0.058520004,2.264777,,1.26,0.664,8,8,34.08
91.24,71.47,0.16309999,0.47647998,0.058520004,2.2622333,,1.26,0.664,8,8,34.08
30.35,35.42,0.48453,0.20583001,0.17613001,5.036179,,1.37,1.0,10,9,12.17
30.33,,0.48453,0.20583001,0.17613001,4.9787183,,1.37,1.0,10,9,12.17
,,0.48453,0.20583001,0.17613001,,,1.44,1.0,10,9,12.17
30.34,,0.48453,0.20583001,0.17613001,5.0864444,,1.36,1.0,10,9,12.17
1.46,,0.51387,0.46151,0.11772,3.4077158,,,1.177,10,10,18.69
26.69,,0.51387,0.46151,0.11772,61.946327,,4.64,1.177,10,10,18.69
17.571,,0.20405,0.72664,0.05143,0.9059497,,,1.199,2,2,20.69
5.95,15.29,0.20405,0.72664,0.05143,0.7296331,,5.1,1.199,2,2,20.69
,,,,,,,,,,,35.54
,,,,,,,,,,,35.54
-0.05,,0.37453,0.27903,-0.28169,6.4234877,,17.62,1.615,8,7,35.54
,,,,,,,,,,,35.54
,,,,,,,,,,,35.54
5.92,14.35,0.0032,0.85846,0.06319,1.898061,,1.85,0.651,4,6,56.96
,,,,,,,,,,,56.96
,,,,,,,,,,,20.41
,,,,,,,,,,,20.41
,,,,,,,,,,,20.41
4.71,4.42,0.00667,0.95768,0.2573,7.239127,,3.05,0.788,2,9,13.09
-1.28,-0.11,0.00723,0.89648,-0.32002,4.3057513,,9.72,2.33,2,1,12.08
0.25,,0.00855,0.54661,0.03235,0.5025142,,6.21,1.566,1,1,28.53
1.76,6.61,0.014099999,0.9896,0.0046900003,0.18825792,,2.93,1.515,2,3,9.79
9.36,5.21,0.17778999,0.64537,0.48937,10.267527,,1.18,1.628,7,4,21.43
10.18,10.74,0.17778999,0.64537,0.48937,11.409843,,1.29,1.628,7,4,21.43
4.02,4.57,0.00319,0.98743,0.113970004,2.0366948,,1.49,1.257,8,3,22.19
0.6,1.54,0.00798,0.96037,0.0394,1.2558428,,5.17,0.959,1,5,15.46
