trailingEps,forwardEps,heldPercentInsiders,heldPercentInstitutions,profitMargins,priceToSalesTrailing12Months,fiveYearAvgDividendYield,beta,overallRisk,boardRisk,ESG_score
5.6,11.05,0.40909,0.16259001,0.01998,0.5508106,3.07,1.332,4,6,8.85
2.93,0.46,0.21038,0.69217,0.07086,0.78487,0.81,2.188,1,2,24.76
5.7,10.13,0.06097,0.74571997,0.02834,0.47651243,2.86,1.718,7,3,18.54
7.57,14.25,0.00193,0.90726995,0.21013,9.794117,0.84,1.152,2,2,13.04
3.95,2.48,0.00106,0.72099,0.29294002,4.1528554,2.18,1.031,10,7,21.38
258.12,272.99,0.030620001,0.36116,0.22469,2.580728,4.31,0.478,1,1,20.27
4.37,4.74,0.00139,0.45158002,0.048130002,0.79366225,1.51,0.037,2,6,23
1.66,7.31,0.16407,0.7598,0.02359,0.71606886,3.46,1.033,4,2,16.43
8.15,7.37,0.00441,0.89879996,0.5793,13.0565605,2.95,0.498,10,9,17.8
2.01,0.94,0.06869,0.40178,0.04359,0.001416537,3.02,1.025,7,7,31.48
4.33,2.77,0.00667,0.95768,0.2573,6.6827097,3.05,0.788,2,9,13.09
-1.18,-0.17,0.00723,0.89648,-0.32002,3.9263484,9.75,2.33,2,1,12.08
1.91,7.53,0.16137,0.77674,0.17464,5.3068757,1.47,0.927,2,4,13.09
9.5,10.28,0.00202,0.35016,0.34217,3.8212056,3.82,1.111,1,2,15.44
0.37,0.89,0.00082,1.0283899,0.022880001,1.3657545,1.2,1.346,10,7,11.47
7.87,8.93,0.10493,0.74745005,0.18586999,5.2201796,0.91,1.005,9,3,24.89
454.86,573.41,0.06961,0.40727,0.035550002,0.8503473,1.63,0.342,6,4,14.28
5.78,4.77,0.013760001,0.12686,0.28430998,0.6177189,1.36,0.592,10,7,18.55
0.3,1.04,0.00192,0.55712,0.047399998,2.1853583,2.21,0.512,4,2,25.14
4.81,5.14,0.00101,0.39801997,0.12007,2.9953096,2.5,0.284,3,5,27.29
40.42,25.82,0.31136,0.62331,0.14411001,2.1862223,2.08,0.461,4,7,36.07
7.37,13.24,0.00124,0.78283,0.1503,4.357464,1.9,1.304,6,2,23.92
0.76,205.86,0.03056,0.58404,0.065799996,0.006465083,3.07,0.627,5,6,23.96
122.36,170.27,0.03056,0.58404,0.065799996,1.0485656,3,0.627,5,6,23.96
0.69,74.95,0.00106,0.49542,0.37041,1.8765687,5.21,0.284,6,6,21.93
1.77,6.96,0.34292,0.49262002,0.018509999,0.6028757,3.34,1.339,3,2,17.31
0.25,61.9,0.01511,0.37854,0.08096,0.012804133,2.43,0.683,2,2,21.49
1.36,1.41,0.00316,0.92623,0.12975,1.9633582,3.37,0.48,1,2,26.02
2.5,1.84,0.00729,0.97258,0.11569,0.85245883,1.25,1.735,3,4,32.11
2.3,1.66,0.00729,0.97258,0.11569,0.77840614,1.17,1.735,3,4,32.11
411.25,10,0.024939999,0.51201,0.67193,7987.4365,0.22,0.684,9,8,15.45
2.95,3.16,0.00147,0.82227,0.12467,1.8533205,2.78,0.37,3,7,26.45
4.04,5.45,0.00338,0.94393,0.15208,3.1826725,2.96,1.254,3,2,15.43
7.06,7.57,0.00202,0.35016,0.34217,2.8256822,3.83,1.111,1,2,15.44
18.25,22.66,0.52391,0.38819,0.11137,1.7559917,4.04,0.46,3,7,39.43
91.38,117.58,0.58746,0.20081,0.03004,0.80330807,1.14,0.789,4,4,18.89
4.67,7.32,0.00509,0.86154,0.16407,2.2939022,3.03,1.134,4,7,23.86
1.6,1.95,0.14005,0.28871,0.16895,1.5314877,1.57,0.475,2,3,16.35
0.49,42.5,0.31167,0.38369998,0.32715,1.4834896,10.71,1.335,4,1,19.95
4.02,4.3,0.11517,0.88858,0.08109,1.1521558,2.57,0.845,10,10,21.37
1.46,1.85,0.14005,0.28871,0.16895,1.3946563,1.56,0.475,2,3,16.35
171.78,97,0.01603,0.46473998,0.15484999,1.9641256,0.76,0.308,10,10,33.94
1.9,2.17,0.00337,0.74041003,0.15585,2.3228333,4.4,0.709,2,3,31.82
31.52,96.11,0.01001,0.58712,0.2952,2.778438,0.65,0.566,1,1,26.29
6.91,8.39,0.013739999,0.95842004,0.0947,1.2499048,3.71,0.972,2,5,16.28
4.74,11.85,0.315,0.41171002,0.04027,0.35566947,3.74,1.27,4,6,30.77
4.74,6.59,0.315,0.41171002,0.04027,0.35694274,3.74,1.27,4,6,30.77
4.74,6.79,0.315,0.41171002,0.04027,0.3572823,3.75,1.27,4,6,30.77
1.93,2.37,0.07819,0.73403,0.08247,1.0359867,3.86,0.858,3,3,28.3
5.37,6.4,0.05051,0.78159,0.080970004,1.1479207,3.46,-0.076,6,4,18.05
-4.08,-0.03,0.048410002,0.43341,-0.83815,0.35449973,1.06,0.793,5,5,30.66
-0.53,-0.08,0.37453,0.27903,-0.28169,73.1525,16.56,1.615,8,7,35.54
-50.09,26.74,0.551,0.22976999,-0.25873,1.8807088,1.79,0.654,1,2,17.25
11.51,14.03,0.57032,0.16278,0.15016,5.7987504,1.71,0.709,6,6,18.74
0.65,4.47,0.02228,0.77843004,0.02237,2.4533415,2.01,1.101,10,3,17.61
224.22,431.32,0.1766,0.33788,0.06025,1.7001885,2.23,0.226,8,8,25.43
0.44,3.52,0.02228,0.77843004,0.02237,1.6761289,2,1.101,10,3,17.61
10.64,9.49,0.005,0.81893,0.19556999,1.7319645,2.31,2.67,1,1,35.01
7.26,7.15,0.005,0.81893,0.19556999,1.1659349,2.38,2.67,1,1,35.01
3.54,2.2,0.120249994,0.88858,0.02063,0.31577688,0.65,1.638,3,6,52.12
0.09,0.01,0.9435,0.03579,0.03111,0.7997577,8.2,0.869,7,5,12.77
8.49,10.11,0.014889999,0.92197,0.09807,2.078869,3.07,0.788,6,9,18.64
0.5,4.54,0.00989,1.03041,0.00263,0.44416842,2.19,1.162,1,1,11.52
4.5,5.02,0.10814,0.76905,0.31617,8.414578,2.71,0.939,3,8,16.73
11.76,12.42,0.0024,0.84853995,0.07231,1.1233622,2.29,0.593,4,6,20.33
2.22,2.43,0.00069,0.62033004,0.19463,2.103018,6.06,1.482,3,5,20.82
-0.03,2.88,0.00441,0.98959,-0.00273,0.87353617,2.35,0.621,2,1,36.38
57,47.85,0.55998003,0.23358999,0.53335,3.506947,5,0.84,5,4,20.46
4.2,4.85,0.00091,0.58362997,0.39655,3.5308766,7.82,0.68,3,1,31.32
7.8,9.4,0.014889999,0.92197,0.09807,1.9152812,3.07,0.788,6,9,18.64
1.33,6.31,0.0029,0.88138,0.25198,4.312392,0.24,1.096,8,3,16.7
12.5,17.76,0.033269998,0.86285,0.19169001,4.74071,0.79,0.852,5,3,23
3.29,2.99,0.00331,0.96269995,0.36722,14.2262125,2.35,1.014,9,6,10.27
6.2,12.99,0.00172,0.58486,0.046090003,0.6871169,4.99,1.358,1,4,19.91
8,10.39,0.05919,0.8617,0.055770002,0.5321138,2.49,1.593,2,3,12.3
55.12,74.83,0.00504,0.45348,0.16847,3.319037,1.55,1.636,1,1,12.29
18.57,18.67,0.00759,0.82018995,0.25261,2.755626,4.09,1.329,6,3,32.1
3.44,3.69,0.00435,0.97016996,0.15170999,2.9857128,1.52,1.19,4,4,22.06
4.24,5.97,0.00047,0.78428,0.11632,2.2792096,3.42,0.509,2,1,26.14
4.91,8.5,0.00312,0.83494,0.0696,1.6343124,1.7,1.281,7,8,25.21
0.92,1.64,0.00092,0.78269994,0.08903,2.1743925,4.95,0.824,3,1,31.32
-0.73,0.64,0.01285,0.86785007,-0.033859998,0.5301767,2.24,0.244,2,1,48.41
1.84,3.04,0.00028,0.85419,0.0343,0.857002,1.67,1.102,5,2,16.46
0.79,107.5,0.03464,0.56683,0.0921,1.5071834,5.23,1.357,1,1,17.56
0.68,40.79,0.00266,0.82382005,0.10288999,2.454836,2.79,0.297,1,1,6.03
0.53,70.72,0.00266,0.82382005,0.10288999,1.915836,2.74,0.297,1,1,6.03
10.17,8.57,0.10102,0.80577004,0.47262,9.836653,3.25,0.532,4,9,13.05
10.77,9.08,0.0073,0.92748,0.16202,1.3506675,1.13,1.563,5,3,21.42
7.72,9.6,0.00623,1.02733,0.05756,0.77855414,0.12,2.204,1,1,16.01
0.86,0.91,0.00276,0.38764,0.07314,0.4989288,6.08,0.539,3,1,35.1
-6.47,385.86,0.10416,0.43051997,-0.52659,2.0000956,7.5,0.24,3,1,32.99
0.67,0.74,0.00276,0.38764,0.07314,0.40071347,6.07,0.539,3,1,35.1
4.6,5.53,0.01202,0.93768,0.03566,1.5571096,0.26,1.105,4,3,36.91
1.34,1.88,0.00437,0.45446,0.05288,1.0276186,2.92,0.712,1,1,19.26
-0.15,1.44,0.01283,0.68691003,-0.028210001,1.0512668,6.59,0.949,5,6,27.76
9.23,9.2,0.22851999,0.62520003,0.11432999,1.3835932,1.89,0.775,3,8,27.87
3.28,2.34,0.02892,1.00761,0.34118998,2.779891,0.76,1.834,1,2,44.88
2.91,4.28,0.00111,0.59861,0.11248,3.3609197,2.85,0.066,3,4,22.68
6.94,2.61,0.58756,0.092930004,0.27441,0.7213101,4.07,1.404,5,6,17.97
0.29,0.33,0.8489,0.12047,0.14051,1.600846,1.25,1.062,6,8,16.22
6.95,-2.95,0.0067,0.59376,0.27547002,0.001355233,37.53,1.52264,3,5,33.86
5.48,6.71,0.00122,0.96252,0.11567,3.9436488,1.55,0.68,3,3,20.91
5.7,4.04,0.69484,0.22434,0.39666998,10.419122,1.74,0.395,5,8,14.55
12.35,14.08,0.0042,0.96583,0.04858,0.6137631,2.29,0.883,1,1,23.06
7.51,3.15,0.0053,0.39445,0.12595999,4.472504,2.57,1.223,9,7,11.29
7.35,6.46,0.097950004,0.75558,0.14716,1.9756719,1.48,1.053,6,5,27.02
2.27,353.22,0.00111,0.59861,0.11248,2.610096,2.86,0.066,3,4,22.68
5.55,6.59,0.00819,0.56629,0.19768,5.6825113,0.88,0.655,3,8,26.39
11.37,15.15,0.34869,0.25051,0.04197,0.24074857,5.62,1.683,6,5,22.34
11.37,13.29,0.34869,0.25051,0.04197,0.23922399,5.63,1.683,6,5,22.34
1.94,2.02,0.00254,0.81747,0.29540002,2.3750095,3.88,1.206,6,1,16.85
10.5,13.49,0.00173,0.79956,0.13349,3.4916978,1.8,1.429,8,3,17.67
1.2,4.01,0.10262,0.64287,0.04397,1.1638575,3.28,0.554,10,10,23.27
0.88,719.28,0.120179996,0.44624,0.12167,0.012499774,1.83,0.9,2,3,27.39
0.89,1.11,0.42541,0.53357,0.14152999,7.356446,1.03,0.632,9,10,19.31
12.75,19.95,0.00446,0.98700994,0.22406,9.46148,0.52,0.99,6,2,20.44
5.56,6.55,0.02012,0.90645,0.09199,2.3842769,0.95,1.048,6,6,18.23
5.03,4.44,0.00122,0.96252,0.11567,3.624507,1.55,0.68,3,3,20.91
3.75,4.66,0.012159999,0.82115996,0.071550004,1.8676413,1.86,1.034,8,6,32.84
5.11,5.36,0.02012,0.90645,0.09199,2.2007184,0.94,1.048,6,6,18.23
20.82,14.11,0.00683,0.81325996,0.090229996,1.1429217,1.83,0.873,1,1,19.77
0.12,27.33,0.010989999,0.90022004,0.070879996,2.2399406,1.21,0.537,9,4,15.47
1.95,2.32,0.039619997,0.45334998,0.04183,0.66394836,2.45,0.643,1,2,23.31
9.65,10.26,0.00173,0.79956,0.13349,3.2845476,1.78,1.429,8,3,17.67
-1.56,0.3,0.0184,0.90225,-0.18145001,0.2557943,2.98,1.788,3,6,22.67
0.58,1.41,0.42110002,0.23672001,0.01923,0.4689948,2.11,0.336,5,7,29.67
2.32,2.83,0.08479,0.43140998,0.15994,2.752234,5.94,0.736,1,1,13.81
1.06,0.87,0.0031,0.65295,0.20846,1.2776781,4.42,0.865,9,1,25.72
3.14,3.54,0.88992,0.08282,0.24507,8.015662,4.63,1.276,7,10,27.49
-6.47,8.67,0.25384,0.77318,-0.11525,1.0937086,2.71,1.674,6,6,37.78
2.34,3.27,0.00839,0.96418,0.062230002,0.93953073,1.64,1.281,1,1,16.1
3.46,4.37,0.17456,0.72778,0.24079001,4.703182,1.3,1.01,6,8,18.85
4.41,8.46,0.0003,0.91470003,0.18385,2.419713,3.07,0.714,7,2,23.59
2.99,4,0.19351,0.39176998,0.08351,2.363033,3.37,0.577,1,2,18.76
14.09,11.62,0.1297,0.53572,0.46849,3.853916,4.67,0.607,6,8,16.82
3.28,3.11,0.04665,0.61069,0.36330003,0.03294812,1.81,0.36,1,1,24.38
12.05,12.94,0.09358,0.40185001,0.11344,2.0219002,3.3,1.285,1,2,28.47
20.76,14.65,3.00E-05,0.87308,0.51079,0.048957843,316.36,1.785343,4,6,32.04
6.64,9.35,0.052160002,0.52244,0.0945,3.7785928,1.14,0.886,2,3,21.31
1.24,0.14,0.1067,0.91247004,0.48235,5.3890433,4.88,1.589,1,1,14.26
3.18,4.02,0.17456,0.72778,0.24079001,4.2836976,1.3,1.01,6,8,18.85
1.19,1.1,0.001,0.60677,0.28492,0.0919683,6.13,0.733,3,2,23.36
6.97,8.26,0.38339,0.26403,0.04824,0.78165096,1.87,0.861,8,8,17.69
3.91,5.41,0.00028,0.56130004,0.102589995,1.0318719,3.95,0.972,2,2,13.78
5.26,7.34,0.00028,0.56130004,0.102589995,1.3975629,3.95,0.972,2,2,13.78
2.41,2.89,0.01124,1.00851,0.39716,3.0872898,1.61,1.168,1,1,22.43
1.22,2.2,0.00111,0.59638,0.03326,0.8445972,0.54,1.564,6,5,26.58
0.51,0.63,0.02701,0.49865,0.09179,0.011699439,2.06,0.262,2,3,27.09
3.46,4.43,0.01254,0.85065,0.26727,2.7278388,3.86,1.413,1,3,24.17
4.71,9.4,0.11366,0.46789002,0.11731,2.573716,3.73,0.443,2,2,21.46
0.24,0.88,0.00192,0.55712,0.047399998,1.6903389,2.22,0.512,4,2,25.14
3.8,5.69,0.44325,0.34118998,0.03508,0.510234,2.97,0.759,5,4,22.38
4.8,5.48,0.0072,0.78909,0.07004,0.8087498,3.11,0.682,1,3,21.35
10.02,13.24,0.17613001,0.42286,0.16476,4.38915,1.47,0.987,3,3,16.03
-4.42,4.85,0.03223,1.04407,0.63896,0.8748123,2.54,1.188,2,4,28.83
8.24,15.96,0.00193,0.90726995,0.21013,10.600278,0.84,1.152,2,2,13.04
-5.78,2.16,0.00816,0.9322,-0.10189,0.62514246,0.4,1.74,1,1,32.16
5.58,8.51,0.00507,0.90200996,0.16338,1.8394756,3.06,1.53,5,6,24.08
14.65,9.21,0.06688,0.86846,0.1304,1.1777912,2.15,1.419,4,8,32.98
-0.02,66.79,0.00747,0.75821,-0.00053,0.12071264,4.61,1.219,7,8,18.54
0.42,108.8,0.00243,0.75842005,0.046290003,3.3164375,4.02,0.395,3,1,14.28
2.33,3.49,0.06323,0.85978997,0.26899,6.0159497,1.38,0.996,10,8,23.28
0.7,2.95,0.00419,0.81988,0.017819999,0.5981517,1.04,1.163,5,9,30.67
37.57,36.82,0.50978,0.19302,0.15453,2.7768617,4.21,0.126,2,2,15.97
3.18,4.13,0.01254,0.85065,0.26727,2.4898448,3.88,1.413,1,3,24.17
3.76,4.22,0.00129,0.85699,0.02686,0.48742262,2.47,1.151,4,2,15.95
2.44,3.59,0.050240003,0.63569,0.07198,3.216402,0.97,0.44,4,3,21.01
2.44,3.83,0.050240003,0.63569,0.07198,3.232654,0.97,0.44,4,3,21.01
0.46,0.77,0.02701,0.49865,0.09179,0.010509146,2.14,0.262,2,3,27.09
3.3,615.22,0.10286,0.52437,0.04645,0.004271561,1.88,1.013,5,7,25.31
3.12,1.55,0.70949996,0.059710003,0.06555,0.25024477,2.31,0.387,10,8,38.21
7.85,7.82,0.03173,1.0806401,0.06288,0.56755483,4.48,2.148,2,1,14.52
1.32,7.13,0.01056,0.78099996,0.01289,1.0471355,1.46,0.707,4,1,17.65
-5.31,0.06,0.00816,0.9322,-0.10189,0.5940857,0.4,1.74,1,1,32.16
7.74,7.48,0.05424,0.6421,0.111499995,3.6234155,2.19,1.025,2,3,11.32
7.07,9.32,0.05424,0.6421,0.111499995,3.3411617,2.25,1.025,2,3,11.32
0.76,1.01,0.00032,0.43004,0.04275,0.010915603,4.57,0.539,1,1,22.32
6.95,14.5,0.00226,0.98684996,0.11979,3.1007254,0.46,1.106,6,9,29.63
17.01,19.77,7.00E-05,0.74351,0.07214,85.52705,4.46,0.061,1,3,27.54
2.78,2.65,0.34122002,0.23398,0.32476002,0.5862724,0.21,0.631,10,5,19.25
-0.22,0.36,0.18697001,0.25658,-0.02194,0.60083336,8.59,0.689,4,5,15.47
-0.2,0.32,0.18697001,0.25658,-0.02194,0.5513946,8.43,0.689,4,5,15.47
10.52,8.4,0.00147,0.94745004,0.20694,2.6979444,1.77,1.395,4,4,14.8
10.79,16.71,0.02063,0.53376997,0.07214,0.60499734,1.5,0.696,4,5,12.97
0.25,19.22,0.020550001,0.65159,0.02125,0.38384476,3.83,0.522,1,3,21.86
-1.84,2.6,0.00856,0.09482,-0.03528,348.3374,2.96,1.042,5,3,29.69
2.51,6.05,0.00458,1.07783,0.16768,5.381925,0.47,1.552,1,2,17.03
1.28,9.01,0.00972,1.00532,0.19577,9.2198515,0.45,1.223,10,4,55.17
-2.27,6.82,0.024,0.84097,-0.01619,0.34894723,2.57,0.76,10,10,35.92
6.12,7.89,0.54197,0.21132,0.05553,1.7923998,1.99,0.574,7,9,28.7
3.22,3.48,0.00576,0.85223,0.28664,2.983598,3.74,1.278,8,8,16.84
5.05,7.87,0.04765,0.99065,0.026199998,0.53010905,1.97,1.782,1,1,26.54
3.55,3.38,0.00094,0.93179,0.08252,1.8834559,1.33,0.866,7,5,14.38
11.87,8.9,0.011410001,0.94495004,0.13974,1.156385,1.17,1.642,2,4,22.56
6.02,3.53,0.76739997,0.08472,0.02938,0.3452717,3.98,0.809,5,7,19.15
6.02,6.79,0.76739997,0.08472,0.02938,0.345045,3.98,0.809,5,7,19.15
-0.2,0.48,0.18697001,0.25658,-0.02194,0.5537975,8.41,0.689,4,5,15.47
5.19,6.1,0.03458,0.58997,0.19423,0.061324175,2.58,1.277,7,8,14.26
3.18,7.27,0.00174,0.95189005,0.1331,8.198257,2.19,0.676,1,2,10.9
2.25,2.27,0.13862,0.28428,0.10293,0.007351782,2.49,0.499,9,10,29.76
2.52,3.94,0.00588,0.91134,0.06529,1.9899557,1.23,0.727,5,3,21.06
12.79,20.7,0.0024,0.84853995,0.07231,1.2292728,2.3,0.593,4,6,20.33
7.13,13.42,0.02022,0.75871,0.27687,3.6600351,3.14,1.402,8,8,16.91
9.26,8.16,0.0064,1.00835,0.076069996,1.7868501,1.36,0.842,1,1,16.1
7.97,8.5,0.07509,0.44922,0.097670004,0.6680038,6,0.781,2,3,28.29
7.97,8.17,0.07509,0.44922,0.097670004,0.6665109,5.99,0.781,2,3,28.29
8.67,8.9,0.07509,0.44922,0.097670004,0.7142517,6.01,0.781,3,4,28.29
0.12,0.12,0.00646,0.15245,0.08882,1.2223164,7.41,0.327,3,3,23.81
0.1,10.82,0.00826,0.69777,0.099300005,1.4093101,2.5,1.767,4,8,14.18
0.58,1.21,0.00019,0.56299996,0.04204,1.6497556,4.82,0.702,1,2,17.42
3,4.43,0.00127,0.79569,0.21093,2.351572,3.87,1.054,4,4,27.04
1.76,6.65,0.36117,0.40596,0.06619,4.033042,1.54,0.378,3,3,16.95
5.04,2.19,0.040489998,0.46451,0.41412,2.4160624,4.99,1.495,5,1,16.88
1.23,0.24,0.00521,1.00476,0.26825002,7.246938,3.42,0.785,7,9,13.92
170.83,124.64,0.05402,0.32919,0.38105,4.434433,4.16,0.638,2,2,17.54
-2.18,2.99,0.00429,0.84605,-0.054759998,0.60969484,3.77,1.173,2,4,31.68
-2,3.21,0.00429,0.84605,-0.054759998,0.5596453,3.78,1.173,2,4,31.68
2.21,1.95,0.32747,0.34937,0.01936,0.24539077,2.63,1.058,1,1,37.34
18.93,17.21,0.02557,0.37947,0.11017,1.3424919,2.32,0.921,10,10,16.48
9.4,12.66,0.03952,0.98841006,0.05026,0.7568422,0.48,1.237,10,10,32.98
6.5,8.83,0.009,0.89764,0.103649996,0.80266273,4.08,0.844,1,1,17.39
5.97,5.38,0.009,0.89764,0.103649996,0.7374065,4.1,0.844,1,1,17.39
3.27,6.28,0.01471,0.84549004,0.04958,0.44895172,0.87,2.025,2,2,30.35
0.25,0.29,0.85206,0.02943,0.052750003,0.57122517,7.17,0.583,6,3,26.35
-0.06,54.29,0.00057,0.66416,-0.016590001,4.8798747,4.84,0.401,1,2,11.51
-0.05,54.49,0.00057,0.66416,-0.016590001,3.7091727,4.5,0.401,1,2,11.51
4.79,5.94,0.00818,0.95295,0.22920999,11.701897,0.57,0.787,7,1,17.53
12.83,28.45,0.66043,0.16958,0.03286,0.6965151,15.21,1.399,10,10,40.73
1.5,2.07,0.06398,0.54383,0.02066,0.45613092,3.47,1.112,2,3,20.85
-1.81,3.81,0.00937,0.88443,-0.07074,0.48305312,4.23,1.527,4,1,14.04
2.78,2.43,0.020280002,0.89883006,0.16695999,1.6465486,1.41,1.62,6,4,9.63
6.66,4.64,0.00784,0.98315,0.02616,0.1524303,2.39,1.248,1,1,8.2
9.83,11.44,0.00123,0.96552,0.21068001,4.250408,1.35,1.603,2,3,19.84
0.32,0.07,0.057010002,0.53613,0.23587999,0.4077777,7.42,0.482,3,2,15.35
3.54,2.83,0.29757,0.23402001,0.03675,0.26099727,3.58,1.4,8,10,31.36
3.62,3.4,0.49023998,0.24357,0.31674,2.899249,3.49,0.563,2,2,27.81
5.42,9.48,0.00642,1.00253,0.08505999,0.9826163,1.02,1.049,5,1,18.43
0.21,0.64,0.07596,0.90882003,0.055999998,2.642263,6.07,1.545,6,3,14.33
-1.66,-0.11,0.09788,1.10367,-0.37825,5.30496,3.55,1.215,1,1,43.48
4.9,5.66,0.00209,0.91571,0.22296,5.3923316,1.64,0.625,2,1,21.62
14.87,8.36,0.63588,0.17952,0.048979998,0.8590447,2.56,1.228,9,8,25.97
6.31,12.92,0.63588,0.17952,0.048979998,0.82095724,2.55,1.228,9,8,25.97
3.98,7.39,0.00279,0.89699,0.09509,7.467048,0.7,0.662,1,1,22.04
1.36,1.47,0.64559996,0.11238,0.17634001,4.904649,0.77,0.591,8,8,23.61
0.69,1.68,0.00088,0.96603996,0.051230002,7.910136,3.77,1.081,9,1,13.23
18.98,17.96,0.48561,0.22628,0.07288,0.49943268,5.34,1.184,7,6,24.75
1.06,1.76,0.00266,0.86281997,0.10933,3.0126724,3.15,1.448,3,3,16.68
2.19,5.05,0.13324,0.85129,0.11033,2.559769,1.03,1.432,5,6,22.25
10.76,13.89,0.58542,0.15010999,0.025610002,0.40257144,1.83,0.384,5,9,27.68
1.59,1.72,0.00174,0.72275,0.52915,26.661217,1.29,0.609,4,3,7.31
4.64,4.9,0.24809,0.70475996,0.11376,1.671361,0.64,0.568,9,10,21.83
9.15,16.8,0.00266,0.94365996,0.11125,2.6800895,1.37,0.742,3,1,18.66
6.04,3.54,0.00354,0.96222997,0.33395,8.580345,3.35,0.927,7,8,9.76
0.92,1.74,0.00292,0.66950995,0.255,7.5490794,8.28,0.888,1,1,18.14
1.54,2.29,0.00539,0.95725995,0.14368,0.99375814,5.2,0.86,1,1,15.33
1.96,2.3,0.0189,0.8987,0.28589,3.2380745,3.77,0.19,5,8,36.07
-0.08,2.2,0.07282,0.88414,0.00015,0.27331787,5.12,1.585,3,2,67.96
-1.68,0.91,0.02217,1.03378,-0.093669996,0.9855346,3.16,1.219,7,3,17.99
2.57,3.29,0.00312,0.95257,0.08270001,3.8248515,1.17,1.107,3,2,18.13
23.56,36.58,0.36281,0.46958,0.00311,5.5712543,5.82,0.357,6,4,27.53
8.33,5.31,0.00152,0.83449996,0.18937,2.2336357,2.6,1.244,5,7,33.91
1.33,1.61,0.51230997,0.17965999,0.03482,2.3538554,5.85,1.283,6,2,21.1
4,4.54,0.01947,0.76728994,0.22795999,1.8093959,3.37,1.117,6,8,48.73
1.15,8.58,0.09967,0.60796,-0.00792,1.6004226,0.77,0.761,1,1,15.62
4.67,5.13,0.00243,0.95401,0.27434,8.402074,0.62,0.867,3,2,18.77
136.19,152.29,0.54546,0.21829,0.20966,5.955446,1.63,0.794,4,2,22.11
1.96,2.49,0.25886,0.22205,0.07506,1.0522038,1.04,0.569,8,8,71.73
2.16,2.66,3.00E-05,0.38072,0.07506,1.1575036,1.21,0.569,8,8,19.96
5.13,8.33,0.00507,0.90200996,0.16338,1.7097671,3.05,1.53,5,6,24.08
3.01,4.73,0.64271003,0.20306998,0.09731,3.2383256,0.57,0.137,8,7,24.09
1.41,1.01,0.00028,0.56538,0.39007,2.287307,13.8,1.192,7,6,20.07
17.33,15.07,0.48561,0.22628,0.07288,0.45936325,5.32,1.184,7,6,24.75
0.56,0.47,0.00386,0.30893,0.24745001,1.2355744,4.96,1.343,1,2,22.38
6.12,9.82,0.11725,0.50560004,0.25605,1.6392967,5.26,1.609,2,4,25.45
3.53,3.32,0.00483,0.97117996,0.118190005,1.2712792,5.42,1.848,8,1,28.3
22.21,29.74,0.01828,0.55918,0.077309996,0.99025935,3.27,1.105,1,1,27.06
0.04,0.21,0.75965,0.12642,0.01959,1.2784797,1.43,0.749,9,9,12.51
2.86,4.63,0.01766,0.94081,0.03965,1.672957,1.55,0.532,2,3,17.01
788.16,664.18,0.70669,0.17323999,0.1421,5.407505,0.51,0.677,2,3,8.33
3.2,3.47,0.51624,0.20582001,0.018550001,0.2730601,4.8,0.869,4,5,35.2
-2.02,0.52,0.04103,0.70274,-0.11806,0.20744906,5.36,2.154,3,6,51.88
1.29,0.61,0.00045,0.38339,0.29524,2.2227058,5.39,1.463,1,4,23.22
1.29,1.36,0.00045,0.38339,0.29524,2.2409315,5.38,1.463,1,4,23.22
4.16,4.93,0.0108,0.94387,0.08422,2.3351521,0.64,1.406,5,8,23.33
1.19,81.18,0.00187,0.69763,0.14467,1.4320236,2.21,1.136,1,1,9.62
1.68,1.54,0.42001,0.2727,7.13256,23.988358,1.21,0.589,8,5,37.55
0.93,0.73,0.00837,1.0161799,0.24504,5.024694,5.04,1.502,1,1,11.27
2.7,1.92,0.31,0.26766002,0.25831,1.325884,3.51,0.769,5,8,9.28
1.83,146.79,0.00852,0.72265,0.0446,1.0113131,2.08,0.461,3,4,17.68
5.22,9.17,0.11257,0.84142,0.02856,0.3539093,3.25,1.509,1,1,15.89
0.61,0.41,0.49257,0.20218,0.37278,2.606336,4.23,0.788,1,3,17.26
3.4,1.91,0.01481,0.98091006,0.26081,6.22657,3.12,0.844,9,5,16.09
9.37,13.54,0.088549994,0.61571,0.07384,1.6573298,1.41,1.059,2,3,10.66
-0.05,1.09,0.00495,0.48348,-0.00343,0.69257694,4.63,2.55,10,10,24.49
-0.04,0.62,0.72764,0.13019,-0.00086,0.040442385,3.79,2.289,2,3,27.97
16.54,13.97,0.00429,1.06741,0.17916,1.5083162,2.17,1.343,4,4,26.13
8.43,10.56,0.13501,0.87281996,0.00687,0.16127813,1.45,0.446,3,5,12.75
1.45,1.32,0.31497,0.55584,0.07871,0.61405045,1.69,2.785,5,8,39.31
572.27,213.19,0.03312,0.45,0.11184,0.39245364,3.49,0.109,9,9,35.77
13.08,11.87,0.00904,0.91455,0.1673,3.6342466,1.45,0.917,4,5,22.77
-0.29,1.15,0.054109998,0.52679,0.03061,0.87948334,4.62,0.803,2,2,20.75
3.28,4.08,0.35,0.2982,0.19471,1.2330003,2.02,0.292,3,4,15.22
1.76,1.47,0.29393,0.65693,0.09604,0.6289696,1.93,1.689,4,7,17.03
4.07,4.41,0.00261,0.99057,0.09061,0.83360803,3.71,0.662,6,10,28.87
8.52,9.06,0.01623,0.78766996,0.33426,6.7136374,1.75,0.658,1,1,13.97
