trailingEps,forwardEps,heldPercentInsiders,heldPercentInstitutions,profitMargins,priceToSalesTrailing12Months,payOutRatio,fiveYearAvgDividendYield,beta,overallRisk,boardRisk,ESG_score
,,,,,,,,,,,55.87
,,,,,,,,,,,19.9
,,,,,,,,,,,20.37
,,,,,,,,,,,20.37
,,,,,,,,,,,19.9
,,,,,,,,,,,29.72
,,,,,,,,,,,23.89
,,,,,,,,,,,23.52
,,,,,,,,,,,25.98
,,,,,,,,,,,25.98
,,,,,,,,,,,25.98
-14.226,,0.00678,0.89301,0.49952,0.021061772,,,0.941,2,5,22.75
,,,,,,,,,,,21.63
,,,,,,,,,,,24.52
,,,,,,,,,,,21.72
85.6,96.77,0.07707,0.48597,0.26001,3.922319,,2.96,0.27,9,8,23.74
,,,,,,,,,,,25.84
,,,,,,,,,,,25.5
24.047,,0.00588,0.93477,0.124469995,0.08001341,,,1.286,6,6,20.66
204.35,223.92,0.59911,0.199,0.29286,8.706456,,1.69,0.479,5,7,21.28
,,,,,,,,,,,21.45
,,,,,,,,,,,18.9
,,,,,,,,,,,22.34
,,,,,,,,,,,22.34
,,,,,,,,,,,22.34
,,,,,,,,,,,24.47
,,,,,,,,,,,24.47
47.66,25.43,0.63136,0.26086,0.20708,1.8766553,,9.03,0.303,5,8,45.47
47.64,,0.63136,0.26086,0.20708,1.8742628,,9.04,0.303,5,8,45.47
,,,,,,,,,,,32.5
,,,,,,,,,,,32.5
,,,,,,,,,,,20.73
,,,,,,,,,,,20.73
,,,,,,,,,,,20.73
,,,,,,,,,,,20.85
,,,,,,,,,,,20.85
,,,,,,,,,,,20.85
,,,,,,,,,,,20.85
,,,,,,,,,,,20.85
,,,,,,,,,,,20.85
,,,,,,,,,,,22.16
,,,,,,,,,,,22.14
,,,,,,,,,,,22.14
,,,,,,,,,,,22.14
,,,,,,,,,,,22.14
,,,,,,,,,,,29.22
2.14,2.59,0.08974,0.37296,0.07397,0.847368,,6.43,0.697,3,1,32.49
,,,,,,,,,,,18.94
,,,,,,,,,,,22.0
,,,,,,,,,,,22.0
,,,,,,,,,,,55.68
,,,,,,,,,,,62.87
,,,,,,,,,,,62.87
,,,,,,,,,,,56.46
,,,,,,,,,,,62.87
,,,,,,,,,,,44.51
,,,,,,,,,,,44.51
,,,,,,,,,,,22.22
,,,,,,,,,,,22.86
-0.19,-0.03,7e-05,0.27004,-1.2008001,12.704249,,10.2,1.344,,,26.29
,,,,,,,,,,,27.21
,,,,,,,,,,,22.46
,,,,,,,,,,,22.46
,,,,,,,,,,,22.46
,,,,,,,,,,,22.46
,,,,,,,,,,,20.97
,,,,,,,,,,,20.17
,,,,,,,,,,,22.65
2.688,,0.01991,0.89938,0.28589,0.020287124,,,0.19,5,8,36.07
,,,,,,,,,,,42.67
,,,,,,,,,,,23.84
,,,,,,,,,,,22.26
,,,,,,,,,,,24.02
,,,,,,,,,,,20.91
,,,,,,,,,,,24.02
,,,,,,,,,,,22.12
,,,,,,,,,,,51.15
,,,,,,,,,,,32.55
13.457,,0.00412,0.89667,0.02158,0.012515413,,,1.038,8,7,19.3
,,,,,,,,,,,25.69
828.8,957.35,0.069860004,0.49220002,0.05697,1.4199388,,0.94,0.877,8,9,22.29
,,,,,,,,,,,23.45
8.464,,0.45066002,0.51792,0.05696,0.01891554,,,1.034,5,2,22.56
2.21,2.23,0.08862001,0.84339,0.36841,3.7161481,,2.09,1.092,1,2,16.94
,,,,,,,,,,,22.05
0.18,,0.04598,0.29286,0.83443,12.924307,,4.55,0.725,,,56.44
,,,,,,,,,,,21.28
,,,,,,,,,,,21.28
,,,,,,,,,,,21.28
,,,,,,,,,,,43.71
,,,,,,,,,,,46.53
,,,,,,,,,,,20.81
,,,,,,,,,,,20.81
,,,,,,,,,,,20.21
,,,,,,,,,,,21.9
,,,,,,,,,,,20.07
,,,,,,,,,,,20.07
,,,,,,,,,,,24.91
,,,,,,,,,,,21.69
,,,,,,,,,,,21.69
,,,,,,,,,,,20.93
,,,,,,,,,,,21.79
,,,,,,,,,,,55.76
,,,,,,,,,,,21.93
,,,,,,,,,,,24.49
,,,,,,,,,,,27.44
,,,,,,,,,,,19.7
,,,,,,,,,,,17.82
,,,,,,,,,,,17.82
,,,,,,,,,,,23.21
,,,,,,,,,,,26.03
,,,,,,,,,,,56.46
,,,,,,,,,,,22.29
,,,,,,,,,,,56.46
,,,,,,,,,,,22.29
,,,,,,,,,,,24.59
,,,,,,,,,,,24.59
4.558,,0.00983,0.87606,0.10142,0.047842972,,,0.684,6,8,21.16
,,,,,,,,,,,26.0
,,,,,,,,,,,26.07
,,,,,,,,,,,26.07
,,,,,,,,,,,23.16
,,,,,,,,,,,43.45
,,,,,,,,,,,25.01
,,,,,,,,,,,40.06
,,,,,,,,,,,40.06
,,,,,,,,,,,39.39
,,,,,,,,,,,22.27
,,,,,,,,,,,20.85
,,,,,,,,,,,19.08
,,,,,,,,,,,22.81
,,,,,,,,,,,24.96
,,,,,,,,,,,35.66
,,,,,,,,,,,35.66
,,,,,,,,,,,30.75
,,,,,,,,,,,21.13
,,,,,,,,,,,39.39
,,,,,,,,,,,19.08
,,,,,,,,,,,29.21
,,,,,,,,,,,25.71
,,,,,,,,,,,24.25
,,,,,,,,,,,24.25
,,,,,,,,,,,22.37
,,,,,,,,,,,18.71
,,,,,,,,,,,23.07
,,,,,,,,,,,18.71
,,,,,,,,,,,24.49
,,,,,,,,,,,29.69
,,,,,,,,,,,49.21
,,,,,,,,,,,15.73
,,,,,,,,,,,23.26
,,,,,,,,,,,36.33
0.27,0.37,0.10448,0.46298,0.019650001,0.24018602,,4.02,1.289,9,1,37.26
,,,,,,,,,,,26.84
,,,,,,,,,,,20.62
,,,,,,,,,,,26.35
,,,,,,,,,,,28.14
,,,,,,,,,,,22.74
,,,,,,,,,,,22.65
,,,,,,,,,,,22.65
,,,,,,,,,,,28.68
,,,,,,,,,,,27.4
,,,,,,,,,,,34.92
,,,,,,,,,,,34.92
,,,,,,,,,,,34.92
,,,,,,,,,,,34.92
36.218,,0.00271,0.83916,0.05233,0.020100625,,,0.343,4,7,27.53
0.46,0.68,0.097279996,0.29105,0.03534,0.6333681,,4.5,0.439,1,4,32.37
,,,,,,,,,,,22.3
,,,,,,,,,,,58.64
,,,,,,,,,,,23.98
,,,,,,,,,,,58.64
,,,,,,,,,,,52.32
,,,,,,,,,,,21.5
1.295,,0.00846,0.89475,-0.0031400002,0.0033397255,,,1.581,1,1,14.2
,,,,,,,,,,,26.15
,,,,,,,,,,,22.73
,,,,,,,,,,,22.73
,,,,,,,,,,,28.31
,,,,,,,,,,,51.18
42.2,,0.36193,0.43642,0.043520004,0.56764483,,0.67,1.393,10,10,31.57
42.2,29.04,0.36193,0.43642,0.043520004,0.56744057,,0.67,1.393,10,10,31.57
119.21,54.58,0.54925,0.27493,0.03974,0.15779874,,5.97,0.831,3,5,39.8
119.21,39.27,0.54925,0.27493,0.03974,0.15786546,,5.97,0.831,3,5,39.8
43.95,,0.62143004,0.16775998,0.1667,8.566185,,1.37,0.077,2,3,23.4
,,,,,,,,,,,21.83
,,,,,,,,,,,21.88
226.85,249.61,0.27257,0.27414,0.0879,2.1612878,,1.34,0.495,7,5,29.7
,,,,,,,,,,,32.96
,,,,,,,,,,,34.08
,,,,,,,,,,,26.96
,,,,,,,,,,,26.96
,,,,,,,,,,,26.61
,,,,,,,,,,,26.61
,,,,,,,,,,,33.04
,,,,,,,,,,,25.16
,,,,,,,,,,,19.7
,,,,,,,,,,,26.01
,,,,,,,,,,,26.01
,,,,,,,,,,,26.01
,,,,,,,,,,,26.01
,,,,,,,,,,,26.01
,,,,,,,,,,,26.01
,,,,,,,,,,,21.53
,,,,,,,,,,,22.04
,,,,,,,,,,,22.85
,,,,,,,,,,,17.52
,,,,,,,,,,,27.65
,,,,,,,,,,,23.49
,,,,,,,,,,,20.84
,,,,,,,,,,,27.7
,,,,,,,,,,,44.66
,,,,,,,,,,,24.81
,,,,,,,,,,,24.81
,,,,,,,,,,,24.81
,,,,,,,,,,,24.81
,,,,,,,,,,,23.3
,,,,,,,,,,,21.9
,,,,,,,,,,,21.29
,,,,,,,,,,,21.29
,,,,,,,,,,,20.6
,,,,,,,,,,,22.39
,,,,,,,,,,,23.01
,,,,,,,,,,,20.84
,,,,,,,,,,,20.84
,,,,,,,,,,,20.84
,,,,,,,,,,,10.51
,,,,,,,,,,,30.4
,,,,,,,,,,,21.29
,,,,,,,,,,,22.18
,,,,,,,,,,,22.85
,,,,,,,,,,,22.85
,,,,,,,,,,,22.38
,,,,,,,,,,,22.38
,,,,,,,,,,,26.65
,,,,,,,,,,,22.98
,,,,,,,,,,,23.07
,,,,,,,,,,,22.05
,,,,,,,,,,,23.71
,,,,,,,,,,,23.71
,,,,,,,,,,,23.71
,,,,,,,,,,,21.54
,,,,,,,,,,,52.48
,,,,,,,,,,,52.48
,,,,,,,,,,,52.48
,,,,,,,,,,,43.45
,,,,,,,,,,,22.78
1.024,,0.01276,0.94596,0.055749997,0.025081139,,,0.979,5,5,14.82
-77.17,380.25,0.08282,0.37980998,-0.00737,0.47296244,,2.46,1.131,2,2,39.48
,,,,,,,,,,,22.84
,,,,,,,,,,,21.7
,,,,,,,,,,,24.85
,,,,,,,,,,,24.85
,,,,,,,,,,,21.07
,,,,,,,,,,,25.25
,,,,,,,,,,,26.89
8.093,,0.01591,1.0865101,-0.0404,0.0033185424,,,1.435,2,1,12.25
,,,,,,,,,,,19.5
,,,,,,,,,,,21.31
,,,,,,,,,,,20.03
4.46,2.4,0.71953005,0.12417,0.11451,0.31629682,,5.66,1.345,8,5,15.22
,,,,,,,,,,,27.01
,,,,,,,,,,,23.16
0.74,1.17,,0.57058,0.14767,2.914196,,1.79,0.572,7,4,38.31
,,,,,,,,,,,24.34
31.68,55.98,0.36360002,0.39038,0.053260002,2.33393,,2.06,0.578,10,9,11.6
87.54,,0.29378998,0.48373002,0.26959,5.4575634,,0.06,0.468,2,1,19.09
,,,,,,,,,,,41.86
,,,,,,,,,,,41.86
0.31,,0.58451,0.15055001,0.77333,6.258412,,5.01,0.882,3,2,23.03
,,,,,,,,,,,23.04
,,,,,,,,,,,23.4
,,,,,,,,,,,23.4
,,,,,,,,,,,22.73
,,,,,,,,,,,19.82
,,,,,,,,,,,25.59
11.36,8.89,0.59433997,0.28455,0.15237,6.694594,,1.36,0.156,4,3,26.21
11.32,12.75,0.59433997,0.28455,0.15237,6.6939216,,1.35,0.156,4,3,26.21
397.73,448.12,0.58199,0.28998,0.09031,2.8784175,,0.89,0.554,9,9,25.8
397.92,384.75,0.58199,0.28998,0.09031,2.8780675,,0.89,0.554,9,9,25.8
,,,,,,,,,,,23.73
,,,,,,,,,,,25.17
,,,,,,,,,,,25.17
,,,,,,,,,,,25.98
2.77,,0.00014999999,0.8763,0.10216,0.013673687,,,0.72,10,10,26.07
,,,,,,,,,,,25.22
,,,,,,,,,,,28.82
,,,,,,,,,,,28.82
,,,,,,,,,,,28.82
,,,,,,,,,,,23.68
,,,,,,,,,,,26.17
,,,,,,,,,,,22.18
,,,,,,,,,,,22.18
167.15,192.66,0.06243,0.51738,0.04843,0.87145245,,1.42,1.076,5,5,22.32
,,,,,,,,,,,20.76
,,,,,,,,,,,21.5
,,,,,,,,,,,20.82
,,,,,,,,,,,20.09
,,,,,,,,,,,20.09
,,,,,,,,,,,21.4
,,,,,,,,,,,21.15
,,,,,,,,,,,21.18
30.9,,0.62894,0.13258,0.15678,12.972512,,1.09,0.041,,,28.28
30.9,204.65,0.62894,0.13258,0.15678,12.982091,,1.09,0.041,,,28.28
,,,,,,,,,,,25.24
,,,,,,,,,,,26.55
,,,,,,,,,,,41.47
,,,,,,,,,,,22.0
,,,,,,,,,,,23.23
,,,,,,,,,,,22.91
,,,,,,,,,,,23.46
,,,,,,,,,,,23.46
,,,,,,,,,,,22.48
,,,,,,,,,,,22.48
,,,,,,,,,,,22.91
,,,,,,,,,,,20.85
,,,,,,,,,,,24.43
,,,,,,,,,,,30.02
,,,,,,,,,,,23.54
,,,,,,,,,,,23.54
,,,,,,,,,,,30.49
,,,,,,,,,,,30.9
,,,,,,,,,,,26.1
0.21,,0.0224,0.45533,0.68825996,11.301543,,0.82,0.423,,,51.99
56.71,28.24,0.58188,0.1834,0.15321,7.6777277,,0.62,0.291,1,1,25.43
,,,,,,,,,,,20.56
214.99,162.72,0.03645,0.38904998,0.05935,0.4109713,,2.49,1.005,4,5,34.98
,,,,,,,,,,,16.09
,,,,,,,,,,,42.34
,,,,,,,,,,,42.34
,,,,,,,,,,,19.22
,,,,,,,,,,,26.66
,,,,,,,,,,,22.28
,,,,,,,,,,,22.28
,,,,,,,,,,,23.08
,,,,,,,,,,,22.28
,,,,,,,,,,,26.76
,,,,,,,,,,,40.64
,,,,,,,,,,,18.56
,,,,,,,,,,,18.56
,,,,,,,,,,,22.05
,,,,,,,,,,,22.51
10.97,,0.01002,0.07298,0.89209,2.4712594,,1.35,0.958,,,19.58
12.235,,0.01002,0.07298,0.89209,0.03670545,,,0.958,,,19.58
,,,,,,,,,,,23.53
,,,,,,,,,,,21.76
,,,,,,,,,,,23.81
2.96,,0.01831,0.67467004,-0.02895,0.005178752,,,1.196,2,4,14.53
,,,,,,,,,,,46.77
,,,,,,,,,,,31.61
,,,,,,,,,,,19.4
,,,,,,,,,,,24.45
,,,,,,,,,,,23.27
,,,,,,,,,,,19.9
,,,,,,,,,,,22.49
,,,,,,,,,,,22.46
,,,,,,,,,,,22.46
,,,,,,,,,,,23.09
,,,,,,,,,,,21.88
,,,,,,,,,,,21.88
,,,,,,,,,,,21.88
,,,,,,,,,,,47.88
,,,,,,,,,,,47.88
,,,,,,,,,,,21.1
,,,,,,,,,,,21.1
,,,,,,,,,,,20.27
,,,,,,,,,,,28.78
